citation_id,source_label,application_type,application_decision,decision_basis,matched_regex_or_rule,matched_text,evidence_excerpt,reference_acceptance,reference_acceptance_matched_rule,reference_acceptance_matched_text
[152],United Kingdom - Westminster - added municipal/authority operational source,Tea/coffee preparation items,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(tea\s*bag|teabag|coffee\s*filter|coffee\s*(pod|capsule)|k[- ]?cup|espresso\s*capsule|teebeutel|kaffeefilter|theezakjes?|koffiefilters?|sachet[s]?\s+de\s+th[ée]|filtre[s]?\s+.*caf[ée]|capsule[s]?\s+de\s+caf[ée])s?\b,tea bags,"bin: food waste, such as plate scrapings or mouldy food fish, meat and bones dairy foods, such as cheese, yoghurt, eggs, including eggshells tea bags and coffee grounds rice, pasta and beans bread and pastries fruits and vegetables Please do not put these in your food bins: packaging of",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","do not put these in your food bins: packaging of any kind, including compostable"
[152],United Kingdom - Westminster - added municipal/authority operational source,Food-soiled paper / fibre packaging,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(napkin|paper\s*towel|pizza\s*box|paper\s*bag|cardboard|kitchen\s*towel|keukenpapier|talouspaperi|lautasliinat|k[üu]chenpapier|paper\s+napkin|carton|serviette)s?\b.{0,140}\b(compost|organic|food waste|biowaste|biotonne|gft|bioj[äa]te|brown\s+bin)\b",paper bags. find your nearest food waste,"our processing facility before the food waste is recycled. Use old plastic bags that are coming to the end of their life. Used newspaper or paper bags. Find your nearest food waste liner pick-up point Please do not use black bin bags to line your kitchen bin. If you use black plastic bags, your food waste recycling bi",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","do not put these in your food bins: packaging of any kind, including compostable"
[152],United Kingdom - Westminster - added municipal/authority operational source,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*",compostable packaging black plastic,"s rice, pasta and beans bread and pastries fruits and vegetables Please do not put these in your food bins: packaging of any kind, including compostable packaging black plastic bags liquids, such as milk flowers or garden waste - please check to see if your property is part of our garden waste trial. oil and liqui",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","do not put these in your food bins: packaging of any kind, including compostable"
[153],United Kingdom - Leeds - added municipal/authority operational source,Food-waste liners / collection bags,Accepted,Food-waste liners/collection bags are accepted in the ordinary organics route; certification or compostability wording is treated as product qualification.,\b(caddy\s*liner|kitchen\s*caddy|food[- ]?waste\s*(bag|liner)|bio\s*bag|biobag|compostable\s*(bag|liner)|green\s*bag|brown\s*bag|collection\s*(bag|liner)|organic\s*waste\s*bag|organics\s*bag|biowaste\s*bag|food\s*scraps?\s*bag)s?\b,kitchen caddy,"your food waste All you need to do is empty your food waste (cooked or raw), like plate scrapings, peelings, bones and tea bags into the new kitchen caddy. When your caddy is full, empty it into your brown bin with any garden waste you may have. To help you recycle your food waste, we will pr",Collection liners only,"\b(food[- ]?waste|bio[- ]?waste|organic\s*waste|kitchen\s*caddy)\b.{0,160}\b(compostable|biodegradable|paper)\s+(bag|liner|sack)s?","food waste, we will provide you with an initial roll of compostable liners"
[153],United Kingdom - Leeds - added municipal/authority operational source,Tea/coffee preparation items,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,\b(tea\s*bag|teabag|coffee\s*filter|coffee\s*(pod|capsule)|k[- ]?cup|espresso\s*capsule|teebeutel|kaffeefilter|theezakjes?|koffiefilters?|sachet[s]?\s+de\s+th[ée]|filtre[s]?\s+.*caf[ée]|capsule[s]?\s+de\s+caf[ée])s?\b,tea bags,"year. What to do with your food waste All you need to do is empty your food waste (cooked or raw), like plate scrapings, peelings, bones and tea bags into the new kitchen caddy. When your caddy is full, empty it into your brown bin with any garden waste you may have. To help you recycle",Collection liners only,"\b(food[- ]?waste|bio[- ]?waste|organic\s*waste|kitchen\s*caddy)\b.{0,160}\b(compostable|biodegradable|paper)\s+(bag|liner|sack)s?","food waste, we will provide you with an initial roll of compostable liners"
[153],United Kingdom - Leeds - added municipal/authority operational source,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*","compostable liners, en1342 certified) all liquids (such as milk and oil) any material","Raw vegetables, cooked vegetables, whole fruit, peelings Mouldy and out of date food No thanks Plastic bags or packaging of any kind (except compostable liners, EN1342 certified) All liquids (such as milk and oil) Any material that is not food waste If you have not received your caddy If you haven't received a food waste caddy, or if it is damaged, bring a copy o",Collection liners only,"\b(food[- ]?waste|bio[- ]?waste|organic\s*waste|kitchen\s*caddy)\b.{0,160}\b(compostable|biodegradable|paper)\s+(bag|liner|sack)s?","food waste, we will provide you with an initial roll of compostable liners"
[154],Netherlands - The Hague - added municipal/authority operational source,Tea/coffee preparation items,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,\b(tea\s*bag|teabag|coffee\s*filter|coffee\s*(pod|capsule)|k[- ]?cup|espresso\s*capsule|teebeutel|kaffeefilter|theezakjes?|koffiefilters?|sachet[s]?\s+de\s+th[ée]|filtre[s]?\s+.*caf[ée]|capsule[s]?\s+de\s+caf[ée])s?\b,tea bags,"ner Food scraps: bread leftover cooked meals nut shells vegetable, fruit and potato scraps meat and fish scraps (including bones and shells) tea bags and filters with coffee grounds Small garden and plant waste: leaves cut grass house plants garden clippings weeds cut flowers Other: manu",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)",not allowed in the gft bucket or container ash from ashtrays and the fireplace biodegradable
[154],Netherlands - The Hague - added municipal/authority operational source,Generic compostable packaging / plastics,Rejected,Source-level evidence rejects compostable packaging/items or identifies no accepted organics route.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*",biodegradable plastic,"gs weeds cut flowers Other: manure from small pets with straw Not allowed in the GFT bucket or container ash from ashtrays and the fireplace biodegradable plastic (takes too long before it turns into compost) frying oil dog and cat hairs wood large garden waste, such as branches, Christmas trees, san",Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)",not allowed in the gft bucket or container ash from ashtrays and the fireplace biodegradable
[155],Netherlands - Maastricht - added municipal/authority operational source,Food-waste liners / collection bags,Accepted with conditions,"Food-waste liners are accepted only as official/designated, locally/facility-approved, or otherwise restricted collection items.","\b(can|may|must|should|accepted|allowed|permitted|collected|used|use)\b.{0,120}\b(compostable|biodegradable|paper|kraft)\s+(food[- ]?waste\s+)?(bag|liner|sack)s?\b.{0,120}\b(food[- ]?waste|organic\s*waste|organics?|biowaste|green\s*cart|green\s*bin|brown\s*bin|caddy)\b",should only contain gft+e waste. the contents of your caddy or wheelie bin were stuck or frozen. the biodegradable liner with the seedling logo or ok-compost logo was taped or tied to your caddy or wheelie bin. theliner in your caddy,did not belong there. Residual waste or plastic bags without a seedling logo or OK-compost logo will not be collected. Your green container should only contain gft+e waste. The contents of your caddy or wheelie bin were stuck or frozen. The biodegradable liner with the seedling logo or OK-compost logo was taped or tied to your caddy or wheelie bin. Theliner in your caddy or wheelie bin was non-biodegradable or did not have a seedling logo / OK-compost logo. Black rubbish bags or other rubbish bags made from,Collection liners only,"\b(use|can\s+use|may\s+use|allowed\s+to\s+use|line|pack|collect|wrap)\b.{0,160}\b(compostable|bioplastic|biodegradable|paper)\s+(bag|liner|sack)s?",can use a biodegradable liner
[155],Netherlands - Maastricht - added municipal/authority operational source,Food-service ware / takeaway packaging,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,"\b(cup|plate|bowl|tray|container|cutlery|fork|spoon|knife|straw|lid|stoviglie|posate|bicchieri|piatti|contenitori|kahvimuki|kertak[äa]ytt[öo]astia|vaisselle|gobelets?|assiettes?|couverts?|vasos?|platos?|cubiertos?)\w*\b.{0,140}\b(compostable|biodegradable|compostabil|biodegradabil|organic|umido|compost|biohajoava|kompostoituva)","containers each week, free of charge and we turn your gft+e into compost","n and food waste (groente-, fruit-, tuinafval en etensresten, gft+e) should be put in the green caddy or wheelie bin. We collect these gft+e-containers each week, free of charge and we turn your gft+e into compost for healthy soil. Here you can read tips about the gft+e container and gft+e waste. You can also request a gft+e container or report somet",Collection liners only,"\b(use|can\s+use|may\s+use|allowed\s+to\s+use|line|pack|collect|wrap)\b.{0,160}\b(compostable|bioplastic|biodegradable|paper)\s+(bag|liner|sack)s?",can use a biodegradable liner
[155],Netherlands - Maastricht - added municipal/authority operational source,Generic compostable packaging / plastics,Rejected,Source-level rule is liner-only; this broader application category is outside the accepted application scope.,"\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|bioplastic|bio[- ]?plastic|bioplastics|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|kompostitav\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b.{0,140}\b(packaging|plastic|plastics|product|products|material|materials|item|items|verpackungen|kunststoff|emballage|embalagem|imballagg|envase|verpakking|pakend|pakkauks|opakowania|embala[žz]a|obaly|muovi|pakkauks|label|sticker)\w*",biodegradable packaging go with gft+e waste? biodegradable plastic packaging,"te bag? About 35% to 40% of the waste in residual waste bags consists of food scraps. We can all do our part to improve recycling rates. Can biodegradable packaging go with gft+e waste? Biodegradable plastic packaging is residual waste, and does not go in the gft+e container (contrary to popular belief). Biodegradable plastic does not compost fast enough",Collection liners only,"\b(use|can\s+use|may\s+use|allowed\s+to\s+use|line|pack|collect|wrap)\b.{0,160}\b(compostable|bioplastic|biodegradable|paper)\s+(bag|liner|sack)s?",can use a biodegradable liner
