citation_id,source_label,indicator,assigned_category,matched_regex_or_rule,matched_text,evidence_excerpt,coding_basis
[50],"United States - Woodland, California - City of Woodland / municipal sorting rule",Rejection Rationale,Compost/digestate quality or contamination concern,\b(compost\s+quality|digestate\s+quality|microplastic|microplastics|contamination|contaminant|foreign\s+matter|residue|pollutant|clean\s+compost|soil|agricultural\s+use|quality\s+standard|fertiliser|fertilizer|impurity|physical\s+contamination|quality\s+control|nutrient|nutritional\s+value|soil\s+amendment)\b,microplastics,"an entire truckload of organics to end up in the landfill. Biodegradable bags are usually composed of plastic and can add harmful toxins and microplastics to our compost. Won’t separating my organics make my trash smell worse? It depends. Your organic matter is already going into your trash,",regex_include_exclude
[51],"United States - San Antonio, Texas - City of San Antonio / municipal sorting rule",Source Authority,Municipal sorting rule,,,"United States - San Antonio, Texas - City of San Antonio / municipal sorting rule | opens in new tab or window | https://www.sa.gov/Directory/Departments/SWMD/Recycling-Organics/Organics",source_label_priority
[51],"United States - San Antonio, Texas - City of San Antonio / municipal sorting rule",Stated Organic-waste Treatment Route,Treatment route not stated,\b(brown\s*bin|green\s*cart|organic\s*waste\s*collection|food\s*waste\s*collection|food\s*scraps?\s*(?:bin|collection)|bio[- ]?waste\s*collection|biowaste\s*collection|FOGO|GFT|biotonne|bioabfall|contenedor\s+marr[oó]n|contentor\s+castanho|bac\s+brun|rifiut[io]\s+organic[io]|umido|maisto\s+atliek|bioj[äa]te|madaffald|matavfall|bioodpad|pojemnik\s+bio|kitchen\s*waste\s*collection)\b,green cart,"Organics the curbside collection guidelines when setting out your cart. How to Use the Green Organics Cart Do not overfill or overstuff the green cart. For example, grass clippings are surprisingly heavy. Cut branches and small limbs into 3-feet sections. Materials should be either loose o",regex_include_exclude
[51],"United States - San Antonio, Texas - City of San Antonio / municipal sorting rule",Acceptance,Collection liners only,"\b(can|may|must|should|accepted|allowed|permitted|collected|used|use)\b.{0,120}\b(compostable|biodegradable|paper|kraft)\s+(food[- ]?waste\s+)?(bag|liner|sack)s?\b.{0,120}\b(food[- ]?waste|organic\s*waste|organics?|biowaste|green\s*cart|green\s*bin|brown\s*bin|caddy)\b",should be either loose or placed in paper bags. make sure the lid can close completely. green organics,"overstuff the green cart. For example, grass clippings are surprisingly heavy. Cut branches and small limbs into 3-feet sections. Materials should be either loose or placed in paper bags. Make sure the lid can close completely. Green organics carts are available in 48-gallon, 64-gallon and 96-gallon sizes. To request a different size or report a lost or damaged cart, call 3-1-1 o",regex_include_exclude_context_checked
[51],"United States - San Antonio, Texas - City of San Antonio / municipal sorting rule",Certification and Approval Basis,Government/programme approval,"\b(official|approved|designated|provided|supplied|distributed|council[- ]?supplied|municipal[- ]?supplied|city[- ]?supplied|programme[- ]?approved|program[- ]?approved)\b.{0,120}\b(bag|liner|sack|item|product)s?\b",approved bags: kraft bags leaf bags plain brown paper bags (but never plastic bags,"ks, wooden chop sticks, toothpicks and coffee filters. Loose Materials Put all these materials in the green cart loose or in these types of approved bags: Kraft bags Leaf Bags Plain brown paper bags (but never plastic bags!) Unaccepted Materials Our organics program does not accept material placed in bags marketed as ‘compostable’ or ‘biodegradable’, as some d",regex_include_exclude
[51],"United States - San Antonio, Texas - City of San Antonio / municipal sorting rule",Rejection Rationale,Slow degradation / residence-time mismatch,\b(residence\s*time|retention\s*time|process\s*time|degradation\s+time|decompose\s+in\s+time|break\s+down\s+in\s+time|too\s+slow|slow\s+decomposition|does\s+not\s+break\s+down|not\s+break\s+down|incomplete\s+(breakdown|degradation)|not\s+fully\s+(degrade|decompose)|6[- ]?week|12[- ]?week|longer\s+than\s+the\s+process)\b,not break down,"Unaccepted Materials Our organics program does not accept material placed in bags marketed as ‘compostable’ or ‘biodegradable’, as some do not break down. Other non-accepted material includes: Bottle caps (metal or plastic) Cloth and Textiles Condiment packets Construction or demolition mater",regex_include_exclude
[52],"United States - Boulder County, Colorado - Boulder County / A1 Organics-linked guidance / regional government guidance",Source Authority,"State, provincial, regional, or canton rule",,,"United States - Boulder County, Colorado - Boulder County / A1 Organics-linked guidance / regional government guidance | Skip to menu | https://bouldercounty.gov/environment/composting/composting-changes-faqs/",source_label_priority
[52],"United States - Boulder County, Colorado - Boulder County / A1 Organics-linked guidance / regional government guidance",Stated Organic-waste Treatment Route,Composting,\b(composting|compost\s+facility|industrial\s+compost|in[- ]?vessel\s+compost|IVC|compostage|compostaggio|compostaje|compostagem|kompostierung|kompostering|kompostointi|kompostiranje|composteerinstallatie|composteerbaar|kompostownia|κομποστοποίηση|κομπόστ|堆肥化|堆肥|퇴비화|퇴비|kompostitav\w*)\b,composting,lorado - Boulder County / A1 Organics-linked guidance / regional government guidance | Skip to menu | https://bouldercounty.gov/environment/composting/composting-changes-faqs/ Permit Food Safety Jail and Community Service Bond Commissioners Community Justice Services Community Service Sent,regex_include_exclude
[52],"United States - Boulder County, Colorado - Boulder County / A1 Organics-linked guidance / regional government guidance",Acceptance,Rejected,"\b(not\s+accepted|not\s+allowed|do\s+not\s+put|don't\s+put|must\s+not|should\s+not|prohibited|rejected|not\s+permitted|not\s+suitable|cannot|can\s*not|can’t|can't|contamination|contaminant)\b.{0,180}\b(compostable|biodegradable|bioplastic|bio[- ]?plastic|compostable\s+packag|biodegradable\s+packag|serviceware|cup|cutlery)","contamination in the compostables (specifically plastic, glass, metal, and other non-compostable","omposter, A1 Organics. A1 has notified ALL communities within the state who are using their services that they are receiving high levels of contamination in the compostables (specifically plastic, glass, metal, and other non-compostable materials). As a result, A1 cannot sell their finished compost product made from community collection programs. They are calling for a clea",regex_include_exclude
[52],"United States - Boulder County, Colorado - Boulder County / A1 Organics-linked guidance / regional government guidance",Certification and Approval Basis,Generic compostable/biodegradable wording only,\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b,compostable,"starting April 1, 2023 Starting April 1, 2023, the region’s compost processor, A1 Organics, will only accept food scraps and yard waste as compostable items brought to their facility. Local haulers will no longer be able to collect items like napkins, paper towels, compostable serviceware,",regex_include_exclude
[52],"United States - Boulder County, Colorado - Boulder County / A1 Organics-linked guidance / regional government guidance",Rejection Rationale,No compatible organic-treatment route,"\b(no|not|without|lack(?:ing)?)\b.{0,120}\b(organic\s*waste|food\s*waste|biowaste|bio[- ]?waste|organics)\b.{0,120}\b(collection|route|service|infrastructure|facility|treatment|system)\b","no contamination, a1 organics does not want any packaging, service","astics in the compost. Compostable bags often contain and conceal non-compostable contamination. To simplify the stream and ensure there is NO contamination, A1 Organics does not want any packaging, service ware, or paper of ANY kind. NOTE: Paper that has no plastic coating, like paper towels, facial tissues (that aren’t synthetic), coffee filt",regex_include_exclude
[53],"Canada - Toronto, Ontario - City of Toronto / municipal organics guide",Source Authority,"State, provincial, regional, or canton rule",,,"Canada - Toronto, Ontario - City of Toronto / municipal organics guide | --- Page 1 --- | https://www.toronto.ca/wp-content/uploads/2024/04/9632-CS-24-0110GreenBinOrganicsGuide-April-2024-AODA.pdf",source_label_priority
[53],"Canada - Toronto, Ontario - City of Toronto / municipal organics guide",Stated Organic-waste Treatment Route,AD/biogas + composting,"\b(anaerobic\s+digestion|\bAD\b|biogas|biomethane|methani[sz]ation|m[ée]thanisation|biom[ée]thanisation|verg[äa]rung|vergisting|r[öo]tning|digestate|biog[öo]dsel|biog[øo]dning)\b.{0,180}\b(compost|composting|kompost|compostaggio|compostaje|compostagem|kompostering|kompostointi|kompostiranje|κομποστοποίηση|堆肥|퇴비)",biogas. 3 the digester solids are mixed with yard waste to make high-quality compost,"h as non-paper containers and cutlery, which are then sent to landfill. 2 The remaining material is processed in anaerobic digesters over a couple of weeks. In the digesters, microorganisms break down the material in the absence of oxygen. This produces digester solids and biogas. 3 The digester solids are mixed with yard waste to make high-quality com",regex_include_exclude
[53],"Canada - Toronto, Ontario - City of Toronto / municipal organics guide",Acceptance,Accepted broadly,"\b(compostable|certified\s+compostable|bpi[- ]?certified)\b.{0,100}\b(serviceware|food[- ]?service|take[- ]?away|cups?|plates?|bowls?|containers?|cutlery|packaging)\b.{0,140}\b(accepted|allowed|permitted|can\s+(?:go|be\s+placed)|may\s+(?:go|be\s+placed)|place[d]?\s+in|put\s+in)\b.{0,100}\b(green\s+bin|brown\s+bin|organics?|organic\s+waste|food\s+waste|compost(?:ing)?)\b","compostable or biodegradable such as cups, cutlery and coffee pods are not accepted in toronto's green bin program, and must go in the garbage. how green bin","Green Bin Program Thank you for helping the City of Toronto keep waste out of landfill by participating in the Green Bin program! While the City works to divert as much waste as possible from landfill, only certain items can be put in the Green Bin. Items marketed as compostable or biodegradable such as cups, cutlery and coffee pods are not accepted in Toronto’s Green Bin program, and must go in the garbage. How Green Bin Waste is",regex_include_exclude_context_checked
[53],"Canada - Toronto, Ontario - City of Toronto / municipal organics guide",Certification and Approval Basis,Generic compostable/biodegradable wording only,\b(compostable|biodegradable|industrially\s+compostable|certified\s+compostable|composteerbaar\w*|kompostierbar\w*|compostabil\w*|biod[ée]gradable\w*|biohajoava|kompostoituva|biolagunev\w*|biolo[šs]ko\s+razgradljiv\w*|kompostowaln\w*|biodegradowaln\w*)\b,compostable,". bags, plates, pizza boxes) D iapers, feminine hygiene products Paper muffin cups Pet waste, cage bedding House plants (shake off dirt) Updated March 2025 NO Packaging (plastic, foam, foil, glass etc.) Compostable plastic, wax and p lastic-lined paper items (e.g. cups, plates,",regex_include_exclude
